"publishedDate","lang","publishedPlatform","title","locationId","travelDate","tripType","rating","text"
"2020-01-21","ru","OTHER","Мальчишник , мальчики за пятьдесят резвились !!!!!!!!!!!!!!","12794044","2019-12","NONE","5","Обязательно вернусь ,и тем кто здесь не был рекомендую побывать, Кухня вино обслуживание все на уровне,"
"2019-11-20","en","OTHER","Excellent authentic Georgian food and and wine with great service","12794044","2019-11","NONE","5","We were a group of twelve which had a wide selection of Georgian food, as well as excellent wine.  The atmosphere in the restaurant was really nice and friendly.  The service was very excellent and all the food was really well presented and tasty.  Highly recommended to all lovers of Georgian food and also for those who haven't tasted it before."
"2019-09-09","iw","MOBILE","אכלנו  טוב ","12794044","2019-09","COUPLES","5","מסעדה ממוקמת קצת רחוק ממרכז העיר .
הגענו  עם מונית , אוכל נהדר שרות אדיב 
האוכל הגיע מאד מהר ומאד טעים , ממש לא יקר
כדאי  לבוא  לאכול פה . "
"2019-07-21","ru","MOBILE","Отличное место для отдыха! ","12794044","2019-07","FRIENDS","5","Вкусно и по-домашнему уютно! Посещаем не первый раз, всегда все на высшем уровне, приятная атмосфера и вежливый персонал оставляют только приятные впечатления. Рекомендую к посещению, шашлык и хачапури по аджарски бесподобны!! "
"2019-07-16","ru","MOBILE","Отлично","12794044","2019-07","FAMILY","5","Рекомендую этот ресторан к посещению, вкусная грузинская еда, обслуживание, интерьер. Регулярно посещаем"
"2019-07-13","en","OTHER","Great food!","12794044","2019-06","FRIENDS","5","I went there with a small group - there were 5 of us. I totally enjoyed the fish and vegetarian dishes! The desert was great! Totally recommending it."
"2019-06-29","en","MOBILE","Lovely place. Authentic cuisine ","12794044","2019-06","FRIENDS","5","Been there a few times in June. The only bad thing is my stomach which is not big enough to fit that much food as I’ve ordered 😃
My friends who live there for years didn’t even know this gem exists in their city!"
"2019-06-23","ru","MOBILE","Хороший ресторан","12794044","2019-06","FRIENDS","5","Хороший и атмосферный ресторан. Вкусное мясо, интересные блюда. 
Один минус - нельзя заказать грузинское вино на бокалы, только бутылкой. В чем проблема - не понимаю; при том что у соседнего столика был такой же вопрос. 
"
"2019-06-22","en","OTHER","Worth driving to all the way from center of Chisinau!","12794044","2019-06","BUSINESS","5","The only down side is that there's so much to chose from.. and you can't possibly eat all you want to. The food is amazing, totally amazing.
After dinner, make sure you take a walk in the family friendly park right outside, and buy a coffee or drink from the street kitchen dude just outside. He's very popular, so you may need to wait in line a little while. But where's your hurry?
Locally the restaurant is mid-range. However, seeing as this is a non-costly country, this mid-price is considered lower than mid in central Europe."
"2024-10-04","en","MOBILE","A very good but not excellent meal.","23474553","2024-10","SOLO","4","This was without doubt a very good meal. The duck leg melted in the mouth and the dish was tasty. The asparagus could have done with another minute of cooking. The red wine was good but served too cold which was not good. I had to ask for my glass to be refilled - why not just leave the bottle on the table. Across from me was a group of three politicians whose wine was decanted - why was my wine not decanted? The dessert was very pleasant, no complaints - but it was far from memorable."
"2024-09-19","en","OTHER","Astonishing Salad with shrimps","23474553","2024-09","SOLO","5","offers one of the World's best salads!

Salad with shrimps...

Served on mix of chuka and stracciatella, with strawberry or raspberry (depending on the season), schrimps and what I thought was mozarella.   

Ideal taste mixture.... Perfect"
"2024-08-22","en","MOBILE","Excellent food and great ambience.","23474553","2024-08","FRIENDS","5","Excellent food, great services, pleasant ambience. We saw the reviews on net and for this reason we’re the main reason for our visit here."
"2024-08-09","en","OTHER","One of the best restaurants in Chisinau","23474553","2024-08","COUPLES","5","This is one of the consistently BEST restaurants in Chisinau.  The food is both amazingly delicious and creative!  Most important (and the reason most people eat out) is that the service is fantastic.  Our server, George, was wonderful and highly professional.  He also supported our intent is speaking in Romanian with great tolerance and support.  We cannot praise him enough for being so highly professional in our service. Bravo!"
"2024-07-13","en","MOBILE","One of the best restaurant from Rep. Moldavia and Romania","23474553","2024-07","FAMILY","5","Excellent service and absolutely fabulous food. The restaurant is located at the Thomas Albert hotel but separated by the hotel in a verry nice area. Highly recommended !!!"
"2024-07-04","ru","MOBILE","Номер один в Кишиневе!","23474553","2024-07","COUPLES","5","Великолепное место с прекрасным сервисом и вкуснейший кухней. 
Респект дизайнерам, поварам и официантам! Лучший ресторан Кишинева!
С нетерпением ждём новых встреч!"
"2024-06-30","fr","MOBILE","The restaurant ","23474553","2024-06","COUPLES","5","Une merveille 
Décors soft
Plats magnifiques en visuel et en goût
C'est L'adresse à Chisinau.
Diversité de plats de goût et une présentation précise, agréable 
Un grand bravo "
"2024-06-10","en","OTHER","Great experience","23474553","2024-06","SOLO","5","Beautiful environment. Great staff . Great service and last but not least , excellent food ! A must be if you pass by Chişinău 
Great experience"
"2024-02-28","en","MOBILE","Cozy and good!","23474553","2024-02","FAMILY","4","It is a nice restaurant into a hotel, but it was very good 
The waiter was very polite and helpful, because we didn’t want what do we want to eat so… we chose his recommendations and was great for us 
We discovered some good wines here"
"2024-01-31","ru","OTHER","Супер","23474553","2024-01","FRIENDS","5","Превосходная еда,отличная винная карта,прекрасное обслуживание и уютная атмосфера!Заведение где кайфуешь от всего)"
"2023-12-21","ru","MOBILE","Потрясающе ","23474553","2023-12","COUPLES","5","Вкусная кухня, отличное вино, очень внимательный персонал. Приятная атмосфера, лучшая идея для правильного завершения дня - посетить этот ресторан."
"2023-12-04","en","OTHER","Very nice indeed!","23474553","2023-11","SOLO","5","A recommendation by my hotel's reception manager guided me to Divus as it was extremely close by. It doesn't look much from the outside because all you can see are a few steps leading to a door directly underneath the Thomas Albert Hotel. From the photos on this site you can see that once inside it is nicely furnished  

The food was simply great and I certainly did not expect the quality of the ingrediants used and the presentation of what was served to me. Service was on point, but my visit did not coincide with the busy period.

To start, the liver parfait was especially good, so much so that I ordered a 2nd one for take out to my room later. Main course was the warm salad with some extremely tender beef. Once again, a most pleasant surprise to the taste buds. 

For what this cost - about a 3rd of what I would expect to pay at home - I think this was an excellent dining experience, and one I very much hope to repeat sometime soon"
"2023-11-14","en","MOBILE","Great restaurant with tasty food","23474553","2023-11","COUPLES","5","Great food. We stayed at the hotel connected to the restaurant and had a take away dinner from the restaurant. The food taste v good and it was quick, about 20mins wait and we can rest in the room. Convenient for hotel guest. Thanks! Pls try if you are nearby"
"2023-10-01","en","MOBILE","Great experience","23474553","2023-09","COUPLES","5","Amazing experience! Food, service ( our waiter, Vlad, was the best- great recommendation from him), wine, relaxed atmosphere, great decor… everything perfect! Thank you"
"2023-09-29","en","OTHER","Tasty 😋 ","23474553","2023-09","FRIENDS","5","Restaurant has delicious and fantastic food, quality drinks. The steaks are the best in town! And the atmosphere is great to! Come and visiting this restaurant, you will not regret it!"
"2023-09-26","en","MOBILE","Freedom wine","23474553","2023-09","BUSINESS","4","Had dinner at Divus with colleagues. The restaurant has nice indoor and outdoor seating. The menu has options for all tastes. The warm beef salad was delicious. We had Freedom wine, which was a nice theme. Good place!"
"2023-04-29","en","MOBILE","Great experience","23474553","2023-04","BUSINESS","5","Wines and all food were great. Service and cleanliness were very satisfactory. Definitely worth a try. Here should be your first choice in Chisinau"
"2023-04-22","ru","OTHER","Гастрономический оргазм ","23474553","2023-04","FRIENDS","5","Шикарное место, с великолепной кухней.еда была настолько гармонична между собой как будто сам Боженька её готовил, полный восторг 
Интерьер просто wow 
Сервис достойный 
  "
"2023-01-25","en","OTHER","Amazing","23474553","2023-01","COUPLES","5","Absolutely amazing food. One of the best restaurants I've ever been into. Review from a roumanian tourist"
"2022-12-07","ru","MOBILE","Для ценителей","23474553","2022-12","BUSINESS","5","Ресторан мишленовского уровня 👌🏻 подача, вкус, дизайн, обслуживание - порадовало все. Очень рекомендую к посещению ценителям авторской кухни"
"2024-09-29","ru","OTHER","The best","25270571","2024-09","FRIENDS","5","Самый Лучший официант, бегает как гепард, 8 рук как у осьминога,память в голове на 100гигов, вежливый как будто с Англии депортировали, обслужит как в 10-звезд. отеле, сделает все в лучшем виде еще и поет как соловей, танцует как майкл джексон в лучшие годы,чаевые желательно оставлять в евро, (станцует за 99)."
"2024-09-28","ru","OTHER","«Красота и восторг, тепло и уют»","25270571","2024-09","COUPLES","5","Заведение очень располагающее и атмосферное. Весьма интеллигентное отношение и обслуживание. Также хочется отметить приятную работу официантов, в особенности молодой девушки:))"
"2024-08-26","en","MOBILE","Living it up in Chisinau…","25270571","2024-07","BUSINESS","4","Lovely afternoon sitting outside drinking a local beer and a two light dishes, beetroot soup and salad. Great service and the sunshine was out…"
"2024-05-09","en","MOBILE","Charmat","25270571","2024-05","FAMILY","5","The Charmat restaurant left me with unforgettable impressions! The atmosphere of the place charms with its coziness and elegance. The service is top-notch - the staff is very attentive and friendly. The menu delighted with a variety of dishes, each of which is prepared with the highest skill. I especially want to mention their champagne, which truly deserves attention. I had a wonderful evening here and can confidently recommend Charmat as an excellent place for a romantic dinner or special event."
"2024-03-09","ru","OTHER","Советую","25270571","2024-02","FRIENDS","5","Очень классное место для того чтобы провести время с друзьями и близкими. Кухня оправдывает все ваши ожидания и коктейли от бармена заставляют вас пить их снова и снова. Очень советую💁🏻‍♂️"
"2024-02-16","ru","MOBILE","Вкусная кухня,приемлемое обслуживание,отличная музыка , интересный интерьер ,но есть вопросы к посадке,а в целом отлично","25270571","2024-02","FRIENDS","5","Все супер,низкие цены,вкусная кухня,хороший интерьер,странно что так мало людей, отличная музыка , правда есть вопросы к посадке,но за остальным 10/10"
"2023-09-29","ru","OTHER","Процветание","25270571","2023-09","SOLO","2","В первые побывала в это ресторане , но больше не вернусь :
Кухня не самая шикарная 
Обслуживание на 3 
Просеко шикарное 🤣"
"2023-03-02","en","OTHER","Great place in the center of Chisinau!","25270571","2023-02","NONE","4","I am very glad to visit this place! Perfect food, amazing drinks, delicious cocktails) Very pleasant and cozy atmosphere, and music, both bartenders and waiters are very friendly and pleasant, and hospitable. In general, there were very pleasant impressions, the only negative is the lack of parking, but I hope they will cope with this issue. I will definitely go back there."
"2023-02-27","ru","OTHER","Лучший на мой взгляд бар и ресторан в Кишиневе!","25270571","2023-02","FRIENDS","5","Очень приличное заведение, отмечали тут Новый год, всем понравилось, теперь завтрак, обед и ужин только в этом ресторане) 
На выходных заходим часто, всегда играют разные немалоизвестные диджеи, атмосфера безумная, тем более в сочетании с очень вкусным меню и напитками! 
Рекомендую попробовать Филе Миньон с картофелем и Средиземноморский Рыбный Суп)"
"2023-02-27","en","OTHER","One of the best place in KIV","25270571","2023-01","COUPLES","5","Visited few times with friends :
Great menu 5/5 
Music 5/5 
Atmosphere 100/100 👍

WILL COME BACK MORE !!!"
"2023-02-27","ru","MOBILE","Просекко бар","25270571","2023-02","COUPLES","5","Отличное место провести вечер в уютной атмосфере. Вкусные коктейли и изумительная кухня.
А вид из панорамных окон на ночной город завораживает👌"
"2023-02-27","ru","MOBILE","Побывал в Prosecco Bar, оценил ризотто с лобстером очень-очень вкусно, уютное место в самом центре города. Советую всем","25270571","2023-02","FRIENDS","5","Побывал в Prosecco Bar, оценил ризотто с лобстером очень-очень вкусно, уютное место в самом центре города. Советую всем посетить"
"2023-02-26","en","OTHER","Perfectly designed","25270571","2023-01","FRIENDS","5","A smooth place with the awesome tasty sea-food, mind-blowing cocktails and trained staff! 

We had a great time, will visit you soon again"
"2018-10-03","ru","MOBILE","Достойно!","3643106","2018-10","NONE","4","Хороший ресторан с тремя видами кухни, кавказ-Европа-местная, ужинал в этом заведении и мне все понравилось. Персонал, территория, интерьер все очень достойно!!! Обязательно посетите."
"2018-09-21","pl","MOBILE","Pysznie!!!","3643106","2018-09","FRIENDS","5","Dobra miejscowka 
bardzo dobre zroznicowane jedzenie.
pyszne szaszlyki z grilla..
Przyjemny ogrodek grillowy.
Polecam
"
"2018-09-09","da","OTHER","Et dejlig spisested","3643106","2018-08","COUPLES","5","Vi spiste på denne restaurant 5 aftener træk da vi var i Chisinau.
Og vi havde før spist et andet sted, men det var på ingen måde det samme.
La Sarkis har et meget varieret spisekort, og det er tydeligt, at der er kælet for maden.
Hvis du har muligheden så prøv deres ”Dishes in the Tandoor” - Du bliver ikke skuffet.
En rigtig god restaurant til fornuftige priser."
"2018-09-05","da","MOBILE","Fin oplevelse ","3643106","2018-09","COUPLES","4","Vi bestilte kun hver sin hovedret med hhv vand og ingefærte til, men fik alligevel en fin og udsøgt betjening af en flink tjener.
Min dorado fisk var virkelig god. Købte kartofler ved siden af. Steget med løg og champignon - det var virkelig lækkert og velsmagende. Min mand fik spaghetti bolognaise. Også det var lækkert og velsmagende. 
Retterne er dig meget små og der burde være salt og peber på bordene.
Derudover er der irriterende høj musik.. Noget af det var godt. De skruede kraftigt ned efter to opfordringer. Og hvis vi skal ned i småtingsafdelingen burde der være nogle pæne og gode servietter i stedet for de små lapper, man kan hive ud af en boks.
Lokalet er pænt indrettet. "
"2018-08-30","en","MOBILE","Surprisingly awesome ","3643106","2018-08","NONE","5","I just got to Moldova this afternoon. I checked in to the hotel and asked them where to go. They pointed me to La Sarkis and I walked here from the Regency Hotel. 

It’s near a park and i sat in the outdoor patio. A lot of beautiful people and attentive waiters. Food is probably expensive by Moldovan standards but for me the food and drinks were super cheap. Beer is like $2.50 and a Jack Daniel is like $4.50.  

I ordered the kebab with a side of rice and it was off the charts awesome. So happy I came here.  "
"2018-08-23","en","MOBILE","Bad cousin","3643106","2018-08","BUSINESS","1","Do NOT order lam in the oven there - they will serve you the donkey butt at the cost of truffles. Very clean nice place, but Terrible grossly overpriced cousin."
"2018-08-14","en","OTHER","Terrific European-style food in Chisinau","3643106","2018-08","BUSINESS","5","I'm in Chisinau for a month on a business trip, and have eaten at La Sarkis twice. The first time I had roast duck and the second time a mixed seafood dish -- shrimp, clams, mussels and octopus. Both meals were as good as you'd get in a good European restaurant. The dusk was just right -- moist but crisp. The seafood was even better. It was actually a bisque, and the sauce was light, sweet and scrumptious. La Sarkis sits in a green area, with lots of trees, so the atmosphere is relaxed. A lot of the patrons were dressed up, while a few were casual. Service was really good. When I caught a waiter or waitress's eye, they were at my table in a flash. And both meals were inexpensive, given the quality -- ranging between $15 and $25 for meal and drink. I'm sure I'll head back to La Sarkis a couple of more times before leaving Moldova."
"2018-07-11","es","MOBILE","Lujo a buen precio","3643106","2018-07","FRIENDS","4","Fuimos tres amigos españoles a la Sarkis recomendados por moldavos que nos decían que era un restaurante muy caro. Pues bien, nosotros pedimos: tres platos, dos postres y una botella de vino y nos salió en total por 50€, así que no es tan caro como lo pintan.
Se respira glamour: cochazos en la puerta, chicas guapas que van a tomar un cóctel, lugar limpio...
No le pongo la quinta Estrella porque el camarero se olvidó de traer mi plato y se lo tuvimos que recordar."
"2018-05-21","en","MOBILE","Great!!!!","3643106","2018-05","SOLO","5","Very cosy place, with a very nice staff and a great service!
Food was delicious!
I enjoyed mi lunch there! 
Prices were ok!"
"2018-05-20","en","MOBILE","Good food and location","3643106","2018-05","FRIENDS","4","Nice nice location, open space, località food are very good and list of wine and cocktail top. Suggested for Friends or for romantic meeting. I Will go back in a next trip to Chisinau. A+++"
"2021-10-03","en","MOBILE","Great views, nice ambience, poor service","9593555","2021-10","COUPLES","2","For the best restaurant (allegedly) in Chisinau, they need to work on their service.
Reserved a table for 2 and when we arrived were shown two bar stools at the smoking bar. No. Then when we sat at a real table there were 4 tables around us that stayed empty
Next, we saw the waiter 3 times
-order food and drink
- deliver food and drink
- bring bill to pay 

We wanted more drink and dessert but couldn’t attract anyone’s attention.  Nice views of the city and good live music but not recommending based on service - much basic training needed"
"2021-09-04","en","MOBILE","Fantastic evening","9593555","2021-09","SOLO","5","I generally avoid hotel bars but decided to go to Zaxi for drinks and dinner. The restaurant is beautiful with fantastic view, a really cool vibe and excellent staff. Certainly the best part of the Radisson Hotel, drinks were great and the food I ordered was delicious. Three cocktails and dinner came to just over 40 Euros which is good by international standards and this restaurant can certainly compete. A great option if you fancy a decent night out."
"2021-05-14","ru","MOBILE","Были в пятницу вечером, очень","9593555","2021-05","NONE","5","Были в пятницу вечером, очень красивый вид на вечерний Кишинёв. Атмосфера непринужденная и развлекала очень достойная кавер-группа. Рекомендую легкие блюда как Тартар из лосося и свежайшие суши. Стейк тоже был не плохой. Бармену отдельный респект, очень эффектно готовил коктейли на фоне вечернего города👍"
"2021-02-13","en","MOBILE","Not worth your money we ordered","9593555","2021-02","NONE","1","Not worth your money we ordered dishes but at the end we had to pay like 300 euro for only 2 person nothing special we ordered"
"2021-01-31","en","MOBILE","Downtown rooftop restaurant","9593555","2021-02","FAMILY","5","Downtown rooftop restaurant located in a Radisson hotel, ouzing modern luxury; great view over the Chișinău cathedral; it boasts asian and international cuisine as good as it gets here - Tom Yum soup, chateaubriand & creme brulee were great; kind, rather slow service, live music, a little too loud, on Saturday night, steep prices; free wi-fi & private parking; no outdoor seating; smoking not allowed;"
"2020-05-03","de","OTHER","Cooles Rooftop Erlebnis","9593555","2019-10","NONE","5","Auf der Dachterrasse des Radisson Blu Hotels befindet sich diese erstaunliche Rooftopbar mit Restaurant. Dank einem schliessbaren Dach ist dieses Lokal ganzjährig ein Must für Besucher der moldawischen Hauptstadt: Coole Atmosphäre, super Weine und ausgezeichnetes Essen. Gleichzeitig aktuelle ""Chillermusik"" mit Blick über die Dächer von Chisinau. Sehr zu empfehlen."
"2020-03-04","fr","MOBILE","Retaurant sympatique. Menu","9593555","2020-03","NONE","5","Retaurant sympatique. Menu est tres bien seconde visite , ke service est agreable et le personel professionel.

"
"2019-11-23","fr","OTHER","Vue sublime","9593555","2019-11","NONE","5","Au dernier étage du Radisson, bar tendance et belle déco, bonne musique, venu pour boire un cocktail, au prix imbattable, mérite d'y venir manger."
"2019-11-18","en","OTHER","Fantastic views","9593555","2019-11","NONE","4","We stopped by here to have some post-dinner cocktails and take in the live jazz music on offer. The drinks and the music were superb. The views across the city were just incredible. However, even though we were in a non-smoking area, there was no way to avoid the wafting smell of smoke all through the restaurant."
"2019-11-18","hu","OTHER","Szusi a magasban","9593555","2019-11","NONE","5","Kisinyov egyik legjobb szállodájának a Radisson Blu Leogrand Hotel nyolcadik emeleti legtetején található hangulatos étterem - bár, ami hajnal kettőig van nyitva. Professzionális szusi választék van. Már csak a kilátásért is érdemes felliftezni. "
"2019-11-15","it","MOBILE","MOLDOVA BUSINESS WEEK CONFEUROPA,13 – 16 November 2019 ","9593555","2019-11","BUSINESS","5","Al centro di Chisinau, all'ultimo piano del Radisson Blu Leogrand Hotel, un'esperienza sofisticata ed elegante di cucina moderna.
Una terrazza panoramica e un tramonto serale dietro lo skyline della città , e rilassarsi per una serata con una buona bistecca e un ottimo bicchiere di negru di purcari .
Non c'è davvero nulla di simile a Zaxi Champagne & Music Rooftop Terrace!"
"2019-10-26","fr","MOBILE","Très bien","9593555","2019-10","BUSINESS","5","Très bonne adresse à chisinau pour passer un agréable moment ; cocktails à 5€; que du bonheur.on y revient."
"2019-10-18","ru","OTHER","Чудесная атмосфера","9593555","2019-10","FRIENDS","5","Понравилось все. Уютный интерьер. Приветливый персонал. Вид на ночной Кишинев. Великолепная кухня. Красивая музыка дополняла атмосферу чудесного вечера. Будем в Кишиневе, обязательно зайдем еще."
"2019-08-21","en","OTHER","VERY VERY VERY DISAPPOINTED !!!","9593555","2019-08","NONE","1","We was yesterday at this restaurant. We ordered a wine: Negru de Purcari 2015, but  the waiter brought us a Negru de Purcari 2016 witch had a sour taste, probably not kept in good condition.
The food is not tasty at all. ...When we asked the waiter why he brought us this wine, and not what I ordered from the menu, he replied that this wine was given to him by the bartender.

The food is not tasty at all. 
The cheese was of a low quality.
The meal was disappointing.
Also i was charged 10% for service charge without being warned about it.

Dear management of Zaxi restaurant, you are not in the United States to charge customers 10% without notifying them.

A good restaurant should have higher standards !!! 

CONCLUSION: VERY VERY VERY DISAPPOINTED"
"2019-08-07","en","OTHER","Restaurant with Best view in the city!","9593555","2019-07","NONE","5","Really nice view both in day time and night time. Summer Terrace is a must see place in Chisinau. Prices are acceptable."
"2019-08-05","en","MOBILE","Excellent","9593555","2019-08","FRIENDS","5","Been here three times and always maximum satisfaction. The city itself is nothing extra but visiting this restaurant always makes you happy. Very tasty meals for reasonable prices. Very professional staff, convenient location and nice view from the roof. The reservation is recommended."
"2019-07-27","en","OTHER","Good wine, good asian food","9593555","2019-07","BUSINESS","4","Great selection of wine but couldn't see much by the glass. Good food including some but not a massive selection of vegetarian options."
"2019-07-25","en","MOBILE","After a long day","9593555","2019-07","BUSINESS","5","invited by colleagues I found this place with an enviable panorama .... sparkling wine and sushi .... wonderful"
"2019-06-23","ru","OTHER","Случайная находка","9593555","2019-05","BUSINESS","5","Поднялась в ресторан случайно, поняв, что голодна поздно вечером в  субботу. Ресторан был заполнен, но мне быстро нашли столик. 
Судя по всему, место модное  и много тех, кто пришел ""себя показать"". Прекрасный вид. Доброжелательный персонал.
Для меня тестовым блюдом является beef tartar. Здесь он прошел на отлично)  А рекомендованная официанткой груша - просто супер."
"2019-06-23","en","OTHER","""fusion""","9593555","2019-05","BUSINESS","3","The restaurant is the roof top of the Radisson Blue hotel. It offer a very nice vuew of the city. Food is quite good but not as expected based on the price. Moreover, it is too dark: reading the menu could be very difficult. The room is ideally divided, one for the smokers and the other side for the no-smokers: if you are unlucky you will smoke passively even if you don't like."
"2022-12-06","en","MOBILE","Great wines, food and service","23474553","2022-11","BUSINESS","5","Went twice for business dinner. Great for couples and friends as well. Service was excellent, attentive and great wine recommendations. Fusion of Romanian and modern cuisine! Most recommended!"
"2022-11-28","ru","MOBILE","Прекрасная кухня и вино","23474553","2022-11","COUPLES","5","Наш прекрасный ужин начался со встречи.Нам порекомендовали и блюда и вино и угадали со всем!Это было потрясающе!Особенно хочу выделить запечённый баклажан с сыром страчетелла и ассорти паштетов.Настолько гармонично подобраны оттенки вкуса в блюде,удивительно."
"2022-11-27","it","MOBILE","Numero uno a Chisinau","23474553","2022-11","BUSINESS","5","Ristorante elegante e moderno arredato con gusto. Servizio impeccabile e cordiale, formalmente ineccepibile ma senza inutili smancerie.
Abbiamo mangiato ad un livello decisamente alto. Carne straordinaria ma anche gli antipasti (abbiamo preso delle melanzane cucinate in modo molto ricco, un Vitello tonnato rivisitato molto gustoso e dei gamberi) sono di livello alto. 
In generale il menu è vasto ma i piatti sono tutti espressi. Abbastanza originali ma declinati bene in modo bilanciato e senza inutili stranezze. Insomma, in sintesi, si mangia davvero bene. 
Ottima anche la cantina che è tutta declinata sulla produzione locale ma con scelte di eccellenza che tra vino e champagne, a parte tradizione e marketing, ormai non hanno niente da imparare da Francia ed Italia. 
Suggerisco decisamente lo champagne extra brut ed un rosso di Merlot che è però un vino molto importante e che va gustato con calma. Abbiamo anche assaggiato un pinot meno impegnativo ma molto gradevole ed equilibrato.
Insomma, siamo certamente davanti ad una delle migliori offerte eno-gastronomiche di questa parte d’Europa. Se passate per Chisinau vale decisamente una visita.
Ultima piccola nota confortevole, il ristorante, a differenza di quanto succede in Italia, è aperto tutto il giorno, e quando si viaggia per lavoro con orari complicati può essere un grande vantaggio."
"2022-08-16","en","MOBILE","Dinner","23474553","2022-08","COUPLES","5","This restaurant was brilliant, is near to Stefan cel mare monument. Them are not serving just food they are creating a tasting in your mouth. The quality of the food you feel from the first bite, is delicious even if you are Vegetarian they do have wonderful choices of salads, humus… I loved it and for sure we will return!"
"2022-08-16","en","MOBILE","Steak","23474553","2022-08","FAMILY","5","The best service i had hire! I worderd a botle of Divus pinot, verry tasty one! From the menue we orderd pate and humus aperitifs and for main we had tomahawk."
"2022-08-12","ru","MOBILE","Ужин","23474553","2022-08","FRIENDS","5","Шикарные десерты, особенно чизкейк! Шампанское Дивус в сочетании с ним был космос! Нам очень понравилось как провели время на терасе етого ресторана. Вернёмся не раз к вам."
"2022-08-11","ru","MOBILE","Друзья","23474553","2022-08","FAMILY","5","Посетили прекрасный ресторан Divus в Кишиневе. Нас встретила администратор Натали и провела к столу. Мы пришли на ужин  и заказали  Daicon, паштет и Рути на закуску с прекрасным шампанским Divus brut, вечер удался, обслуживание было чудесным , вернемся еще сюда обязательно! Кто будет в Кишиневе рекомендуем посетить обязательно!!!"
"2022-08-07","en","MOBILE","birthday","23474553","2022-08","FRIENDS","5","Great restaurant , and a good atmosphere hire.Would recommend for a date night.This is the most awesome grill/steakhouse in town! From the staff attitude to the food quality and serving size everything is just amazingTrust me .We are so glad we visited and well definitely visit again. Highly recommended. The staff attitude are just 5 stars"
"2022-08-07","ru","MOBILE","ужин","23474553","2022-08","FAMILY","5","Наш семеиныи ужин был шикарнныи! Вино Дивус нас очеровал! хостес нас встретила и провела к столу, наш официант Андреи обслужил как специальнных гостеи нас!"
"2022-07-31","en","OTHER","Great style and food","23474553","2022-01","NONE","5","Loved the food, style and wine selection of this restaurant. Service was attentive. Would come here again"
"2022-06-01","en","OTHER","Restaurant","23474553","2022-05","NONE","5","🥰
a very pleasant atmosphere, a well-structured menu and a phenomenal wine list, I'll be back here with my friends for sure
....................!"
"2021-12-07","en","MOBILE","New menu.. great taste!","23474553","2021-12","FAMILY","5","Great new menu… 
The beef salad was just amazing.. ingredients and presentation!
also the beef medalion tasty as usual.. but with a great new cheese sauce :)"
"2023-04-27","en","MOBILE","Worth it.","21041974","2023-04","FRIENDS","5","It may be called one of the most expensive restaurants in Chișinău, but it is definitely worth it.
Fuior does kind of a modern take on traditional Moldovan cuisine, resulting in incredibly rich flavors. And although they do the modern spin on the food, they kept portion sizes quite big, so you will feel plenty full by the end of your time there.
Service was really good, the best we experienced in Moldova and the ambiance was to our liking too. It does need to be said that as friends/business partners this restaurant is nice, but perhaps it is even much better suited for nicer dates.
Thank you for the experience Team Fuior!"
"2023-03-08","ru","MOBILE","Праздновали 8 марта с друзьями..","21041974","2023-03","FRIENDS","5","Праздновали 8 марта.все на уровне еда .напитки.подача . очень даже рекомендую всем .вернёмся сюда однозначно . официант Дмитрий молоток.."
"2023-03-05","en","MOBILE","A Furore for Fuior","21041974","2023-03","COUPLES","5","An intimate restaurant with an unfussy interior. Foodies will love it. We had the baked pepper rolls stuffed with cream cheese to start, with Plăcinte. All very flavour filled without bring overbearing. The breads accompanying were anything but bland. For a main course I had the pork rib and roast potatoes that was delicious and benefitted from the small dab of mustard. 

The staff mistook me for a South African superstar DJ called 'Black Coffee' - I hadn't heard of him. All very flattering as I have a  number of years on him - I'll keep moisturising. 

The service was excellent like the food, top marks. 
"
"2023-03-05","en","MOBILE","Amazing restaurant","21041974","2023-03","FRIENDS","5","Beautiful restaurant with outstanding food. Our waiter was just amazing: helpful and patient
Food was great, really one of my regret is to not have been able to go a second time"
"2023-02-26","it","MOBILE","Posto magnifico, consigliatissimo","21041974","2023-02","FRIENDS","5","Posto magnifico. Il personale è gentilissimo ed il servizio non ha nulla da invidiare ai ristoranti stellati.
Il cibo è buonissimo, ci hanno abbinato un vino riserva 2016 (annata fuori menù) richiesta da noi. 
Ci riandremo tra qualche giorno, ci siamo trovati benissimo.
Abbiamo pagato 3000mdl in 4, prezzo in linea con la qualità che ci hanno fornito."
"2023-01-08","ru","MOBILE","Лучший ресторан Кишинёва","21041974","2023-01","COUPLES","5","Наверное, лучший ресторан Кишинева для людей, которые знают толк в кулинарии и вкусной еде. Традиционные молдавские блюда в авторском исполнении. Непревзойденная подача, идеальные сочетания вкусов. Очень много внимания уделают мелочам. Огромнейшая!!!! винная карта достойных вин. Смело берите молдавское вино. Не подведёте ни на секунду."
"2022-10-18","en","OTHER","great food","21041974","2022-10","NONE","5","This is not the first visit to this restaurant. I went there already with friends and with family. our last visit was in October
The quality of the food is amazing.
I  would recommend the lamb and as a starter the trio of lard.
Also the kindness and professionalism of the staff is better than a lot of local restaurants . Alexandru was very helpful .
the price of the food are low  for the quality.
My only regret is the price of the wie and drinks that are more expensive than in other restaurants."
